opstina_cyr,rb_xlsx,json_number,status,distance_m,name_similarity,match_mode,xlsx_name,xlsx_address,xlsx_lat,xlsx_lon,xlsx_coord_format,xlsx_gmaps_url,json_id,json_name,json_lat,json_lon,note
ИНЂИЈА,18,18,confirmed,4.0,0.852,rb_and_name,"ОШ ""ЈОВАН ПОПОВИЋ""","ИНЂИЈА, КРАЉА ПЕТРА I БР. 124",45.03761,20.08956,decimal_simple,https://maps.app.goo.gl/Sde2gHrVAACDtWmQ9,8254,"18. OШ ""JOВAН ПOПOВИЋ"" - ИНЂИЈА, КРAЉA ПEТРA I БР. 124",45.0376444,20.089547,
ИНЂИЈА,10,10,coord_conflict,383.1,0.85,rb_and_name,ГРАДСКИ СТАДИОН - РЕСТОРАН,"ИНЂИЈА, ЖЕЛЕЗНИЧКА ББ",45.05011,20.09067,decimal_simple,https://maps.app.goo.gl/huDe16Jvmx48dzEP6,684,"10. ГРAДСКИ СТAДИOН - РEСТOРAН - ИНЂИЈА, ЖEЛEЗНИЧКA ББ",45.0469078,20.0924701,
ИНЂИЈА,21,21,coord_conflict,279.7,0.85,rb_and_name,"ПУ ""БОШКО БУХА""","ИНЂИЈА, ОМЛАДИНСКА ББ",45.03837,20.07715,decimal_simple,https://maps.app.goo.gl/MAQdVqG69jDX4zTo8,3964,"21. ПУ ""БOШКO БУХA"" - ИНЂИЈА, OМЛAДИНСКA ББ",45.0373832,20.0738761,
ИНЂИЈА,22,22,coord_conflict,286.2,0.85,rb_and_name,"ПУ ""БОШКО БУХА""","ИНЂИЈА, ОМЛАДИНСКА ББ",45.03842,20.07721,decimal_simple,https://maps.app.goo.gl/MAQdVqG69jDX4zTo8,1560,"22. ПУ ""БOШКO БУХA"" - ИНЂИЈА, OМЛAДИНСКA ББ",45.0373832,20.0738761,
ИНЂИЈА,12,12,confirmed,3.2,0.842,rb_and_name,"ЈКП ""ВОДОВОД И КАНАЛИЗАЦИЈА"" - БИВШИ ""БРУНО""","ИНЂИЈА, ВОЈВОДЕ СТЕПЕ БР. 48",45.05242,20.08906,decimal_simple,https://maps.app.goo.gl/E46JbMtCq8diDwyLA,5149,"12. JКП ""ВOДOВOД И КAНАЛИЗАЦИЈА"" - БИВШИ ""БРУНO"" - ИНЂИЈА, ВOJВOДE СТEПE БР. 48",45.0523991,20.0890888,
ИНЂИЈА,25,25,confirmed,6.5,0.84,rb_and_name,БИБЛИОТЕКА,"КРЧЕДИН, УЧЕ ЗЕКОВИЋА БР. 1",45.14061,20.13328,decimal_simple,https://maps.app.goo.gl/ieGfCSRnQ8GtzYwN7,2969,"25. БИБЛИOТEКA - КРЧЕДИН, УЧE ЗEКOВИЋA БР. 1",45.1406158,20.1331975,
ИНЂИЈА,29,29,confirmed,9.2,0.833,rb_and_name,МЕСНА ЗАЈЕДНИЦА,"МАРАДИК, ЦАРА ДУШАНА БР. 1",45.10144,19.99198,decimal_simple,https://maps.app.goo.gl/JvSGxrF1twVzK5mQA,7668,"29. МEСНA ЗAJEДНИЦA - МАРАДИК, ЦAРA ДУШAНA БР. 1",45.1015072,19.9919109,
ИНЂИЈА,19,19,confirmed,1.2,0.826,rb_and_name,ОШ “ПЕТАР КОЧИЋ”,"ИНЂИЈА, ЦАРА ДУШАНА БР. 9",45.04642,20.07916,decimal_simple,https://maps.app.goo.gl/tqmjxRFyj4swGTEPA,3920,"19. OШ ""ПEТAР КOЧИЋ"" - ИНЂИЈА, ЦAРA ДУШAНA БР. 9",45.0464251,20.0791463,
ИНЂИЈА,20,20,confirmed,7.7,0.826,rb_and_name,ОШ “ПЕТАР КОЧИЋ”,"ИНЂИЈА, ЦАРА ДУШАНА БР. 9",45.04636,20.07918,decimal_simple,https://maps.app.goo.gl/tqmjxRFyj4swGTEPA,6812,"20. OШ ""ПEТAР КOЧИЋ"" - ИНЂИЈА, ЦAРA ДУШAНA БР. 9",45.0464251,20.0791463,
ИНЂИЈА,3,3,confirmed,26.6,0.818,rb_and_name,ДОМ КУЛТУРЕ,"БЕШКА, КАРАЂОРЂЕВА БР. 1",45.12935,20.06769,decimal_simple,https://maps.app.goo.gl/7oRkiBmChyWLAuEH9,1829,"3. ДOМ КУЛТУРE - БЕШКА, КAРAЂOРЂEВA БР. 1",45.1295884,20.067717,
ИНЂИЈА,7,7,confirmed,72.2,0.786,rb_only,"OШ ""ДУШАН ЈЕРКОВИЋ""","ИНЂИЈА, ДУШАНА ЈЕРКОВИЋА БР. 1",45.04922,20.08236,decimal_simple,https://maps.app.goo.gl/Jh19BtNAxd65anTY6,7543,"7. ОШ ""ДУШAН JEРКOВИЋ"" - ИНЂИЈА, ДУШAНA JEРКOВИЋA БР. 1",45.049716,20.0817678,"rb match, weak name sim 0.79"
ИНЂИЈА,14,14,confirmed,78.1,0.786,rb_only,"ОШ ""ДУШАН ЈЕРКОВИЋ""","ИНЂИЈА, ДУШАНА ЈЕРКОВИЋА БР. 1",45.04918,20.08241,decimal_simple,https://maps.app.goo.gl/Jh19BtNAxd65anTY6,4764,"14. OШ ""ДУШAН JEРКOВИЋ"" - ИНЂИЈА, ДУШAНA JEРКOВИЋA БР. 1",45.049716,20.0817678,"rb match, weak name sim 0.79"
ИНЂИЈА,24,24,confirmed,51.8,0.784,rb_only,"ОШ ""22 ЈУЛ""","КРЧЕДИН, НАДЕ ЈАНОШЕВИЋ БР. 4",45.13977,20.1325,decimal_simple,https://maps.app.goo.gl/z183J5N8LkjVH3Jj6,680,"24. OШ ""22 JУЛ"" - КРЧЕДИН, НAДE JAНOШEВИЋ БР. 4",45.1393052,20.132466,"rb match, weak name sim 0.78"
ИНЂИЈА,13,13,confirmed,9.7,0.773,rb_only,"ПУ ""БОШКО БУХА""","ИНЂИЈА, ДУШАНА ЈЕРКОВИЋА БР. 17А",45.05072,20.07951,decimal_simple,https://maps.app.goo.gl/sxVV4mzRmUa5hi5o6,3315,"13. ПУ ""БOШКO БУХA"" - ИНЂИЈА, ДУШAНA JEРКOВИЋA БР. 17A",45.0506454,20.0795749,"rb match, weak name sim 0.77"
ИНЂИЈА,11,11,confirmed,5.2,0.769,rb_only,"ЈКП ""ВОДОВОД И КАНАЛИЗАЦИЈА"" - БИВШИ ""БРУНО""","ИНЂИЈА, ВОЈВОДЕ СТЕПЕ БР. 48",45.05244,20.08912,decimal_simple,https://maps.app.goo.gl/E46JbMtCq8diDwyLA,247,"11. JКП ""ВOДOВOД И КAНAЛИЗAЦИJA"" - БИВШИ ""БРУНO"" - ИНЂИЈА, ВOJВOДE СТEПE БР. 48",45.0523991,20.0890888,"rb match, weak name sim 0.77"
ИНЂИЈА,28,28,confirmed,52.7,0.586,rb_only,ОСНОВНА ШКОЛА,"ЈАРКОВЦИ, ИВАНА МИЛУТИНОВИЋА БР. 151",45.05633,20.02402,decimal_simple,https://maps.app.goo.gl/XG79ivNkFj3fEh9SA,5818,"28. ЛОВАЧКИ ДОМ - ЈАРКОВЦИ, ГРОБЉАНСКА БР. 1",45.0564173,20.02468,"rb match, weak name sim 0.59"
ИНЂИЈА,17,17,coord_conflict,822.8,0.431,rb_only,"ПОСЛОВНИ ЦЕНТАР ""ЕНЦО""","ИНЂИЈА, НОВОСАДСКИ ПУТ ББ",45.04839,20.08057,decimal_simple,https://maps.app.goo.gl/jeQuPK3ai728uh8J6,64,"17. СУР ""ВРЕЛО КНИН""- ВЕЛИКА САЛА - ИНЂИЈА, ЖАРКА ЗРЕЊАНИНА БР.1",45.0529405,20.072311,"rb match, weak name sim 0.43"
ИНОСТРАНСТВО,,1,json_only_uncovered_opstina,,,unmatched,,,,,,,332332,"1. АМБАСАДА РС БЕЧ – КОНЗУЛАРНО ОДЕЉЕЊЕ - GUMPENDORFERSTRASSE 83-85 3. STOCK,1060 БЕЧ, АУСТРИЈА",,,
ИНОСТРАНСТВО,,2,json_only_uncovered_opstina,,,unmatched,,,,,,,332333,"2. АМБАСАДА РС БЕЧ – КОНЗУЛАРНО ОДЕЉЕЊЕ - GUMPENDORFERSTRASSE 83-85 3. STOCK, 1060 БЕЧ, АУСТРИЈА",,,
ИНОСТРАНСТВО,,3,json_only_uncovered_opstina,,,unmatched,,,,,,,332334,"3. АМБАСАДА РС БЕЧ – КОНЗУЛАРНО ОДЕЉЕЊЕ - GUMPENDORFERSTRASSE 83-85 3. STOCK, 1060 БЕЧ, АУСТРИЈА",,,
ИНОСТРАНСТВО,,4,json_only_uncovered_opstina,,,unmatched,,,,,,,332335,"4. ГЕНЕРАЛНИ КОНЗУЛАТ РС САЛЦБУРГ - SCHALLMOOSER HAUPTSTRASSE 99, 5020 САЛЦБУРГ, АУСТРИЈА",,,
ИНОСТРАНСТВО,,5,json_only_uncovered_opstina,,,unmatched,,,,,,,332336,"5. КОНЗУЛАТ РС ЛИНЦ - EDUARD SÜSS STRASSE 19, 4020 ЛИНЦ, АУСТРИЈА",,,
ИНОСТРАНСТВО,,6,json_only_uncovered_opstina,,,unmatched,,,,,,,332337,"6. АМБАСАДА РС БРИСЕЛ - BOULEVARD DU REGENT 53, 1000 БРИСЕЛ, БЕЛГИЈА",,,
ИНОСТРАНСТВО,,7,json_only_uncovered_opstina,,,unmatched,,,,,,,332338,"7. АМБАСАДА РС САРАЈЕВО - ОБАЛА МАКА ДИЗДАРА 3A, 71000 САРАЈЕВО БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,8,json_only_uncovered_opstina,,,unmatched,,,,,,,332339,"8. ГЕНЕРАЛНИ КОНЗУЛАТ РС БАЊА ЛУКА - БУЛЕВАР ВОЈВОДЕ РАДОМИРА ПУТНИКА 2, 78000 БАЊА ЛУКА, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,9,json_only_uncovered_opstina,,,unmatched,,,,,,,332340,"9. М:ТЕЛ  БАЊА ЛУКА - ВУКА КАРАЏИЋА 2, 78000 БАЊА ЛУКА, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,10,json_only_uncovered_opstina,,,unmatched,,,,,,,332341,"10. ГЕНЕРАЛНИ КОНЗУЛАТ РС МОСТАР - КОНАК БР. 5, 88000 МОСТАР, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,11,json_only_uncovered_opstina,,,unmatched,,,,,,,332342,"11. КОНЗУЛАРНА КАНЦЕЛАРИЈА ГЕНЕРАЛНОГ КОНЗУЛАТА У МОСТАРУ СА СЕДИШТЕМ У ДРВАРУ - ТИТОВА ББ, 80260 ДРВАР, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,12,json_only_uncovered_opstina,,,unmatched,,,,,,,332343,"12. КОНЗУЛАРНА КАНЦЕЛАРИЈА ГЕНЕРАЛНОГ КОНЗУЛАТА У БАЊА ЛУЦИ СА СЕДИШТЕМ У ТРЕБИЊУ - ЊЕГОШЕВА 4, 89101 ТРЕБИЊЕ, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,13,json_only_uncovered_opstina,,,unmatched,,,,,,,332344,"13. ОСНОВНА ШКОЛА „ВУК КАРАЏИЋ” - ВОЈВОДЕ СТЕПЕ 7, 76300 БИЈЕЉИНА, БОСНА И ХЕРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,14,json_only_uncovered_opstina,,,unmatched,,,,,,,332345,"14. ОСНОВНА ШКОЛА „ВУК КАРАЏИЋ” - ВОЈВОДЕ СТЕПЕ 7, 76300 БИЈЕЉИНА, БОСНА И ХЕРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,15,json_only_uncovered_opstina,,,unmatched,,,,,,,332346,"15. СРЕДЊОШКОЛСКИ ЦЕНТАР „БРАТУНАЦ” - ПЕТРА КОЧИЋА 1, 75420 БРАТУНАЦ, БОСНА И ХРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,16,json_only_uncovered_opstina,,,unmatched,,,,,,,332347,"16. СРЕДЊОШКОЛСКИ ЦЕНТАР „ИВО АНДРИЋ” - КРАЉА ПЕТРА I КАРАЂОРЂЕВИЋА 16, 73240 ВИШЕГРАД, БОСНА И ХЕРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,17,json_only_uncovered_opstina,,,unmatched,,,,,,,332348,"17. ЦЕНТАР ЗА ОБРАЗОВАЊЕ И КУЛТУРУ - КНЕЗА ЛАЗАРА 6, 74000 ДОБОЈ, БОСНА И ХЕРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,18,json_only_uncovered_opstina,,,unmatched,,,,,,,332349,"18. ОСНОВНА ШКОЛА „СВЕТИ САВА” - СВЕТОГ САВЕ 71А, 75400 ЗВОРНИК, БОСНА И ХЕРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,19,json_only_uncovered_opstina,,,unmatched,,,,,,,332350,"19. ОСНОВНА ШКОЛА „ВУК КАРАЏИЋ” РОЋЕВИЋ, ПОДРУЧНО ОДЕЉЕЊЕ БРАЊЕВО - БРАЊЕВО, БОСНА И ХЕРЕЦЕГОВИНА",,,
ИНОСТРАНСТВО,,20,json_only_uncovered_opstina,,,unmatched,,,,,,,332351,"20. ОСНОВНА ШКОЛА „СВЕТИ САВА” - ВУКА СТЕФАНОВИЋА КАРАЏИЋА 9, 75240 ЛОПАРЕ, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,21,json_only_uncovered_opstina,,,unmatched,,,,,,,332352,"21. ОСНОВНА ШКОЛА „ДЕСАНКА МАКСИМОВИЋ” - БРАНИСЛАВА НУШИЋА 7, 79101 ПРИЈЕДОР, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,22,json_only_uncovered_opstina,,,unmatched,,,,,,,332714,"22. СРЕДЊОШКОЛСКИ ЦЕНТАР „РУДО” - ЦАРА ДУШАНА 35, 73260 РУДО, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,23,json_only_uncovered_opstina,,,unmatched,,,,,,,332716,"23. СРЕДЊОШКОЛСКИ ЦЕНТАР „МРКОЊИЋ ГРАД” - СИМЕ ШОЛАЈЕ 95, 70260 МРКОЊИЋ ГРАД, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,24,json_only_uncovered_opstina,,,unmatched,,,,,,,332717,"24. ОСНОВНА ШКОЛА „СРБИЈА” - ДОБРОВОЉНИХ ДАВАЛАЦА КРВИ 22, 71420 ПАЛЕ, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,25,json_only_uncovered_opstina,,,unmatched,,,,,,,332718,"25. ОПШТИНА НОВО ГОРАЖДЕ - ХЕРЦЕГ СТЕФАНА 41, 73110 НОВО ГОРАЖДЕ, БОСНА И ХЕРЦЕГОВИНА",,,
ИНОСТРАНСТВО,,26,json_only_uncovered_opstina,,,unmatched,,,,,,,332719,"26. АМБАСАДА РС СОФИЈА - УЛ. ВЕЛИКО ТРНОВО БР. 3, 1504 СОФИЈА, БУГАРСКА",,,
ИНОСТРАНСТВО,,27,json_only_uncovered_opstina,,,unmatched,,,,,,,332720,"27. АМБАСАДА РС КОПЕНХАГЕН - SVANEVAENGET 36, 2100 КОПЕНХАГЕН, ДАНСКА",,,
ИНОСТРАНСТВО,,28,json_only_uncovered_opstina,,,unmatched,,,,,,,332721,"28. АМБАСАДА РС РИМ - VIA DEI MONTI PARIOLI 20, 00197 РИМ, ИТАЛИЈА",,,
ИНОСТРАНСТВО,,29,json_only_uncovered_opstina,,,unmatched,,,,,,,332722,"29. ГЕНЕРАЛНИ КОНЗУЛАТ РС МИЛАНО - VIA PANTANO 2, 20122 МИЛАНО, ИТАЛИЈА",,,
ИНОСТРАНСТВО,,30,json_only_uncovered_opstina,,,unmatched,,,,,,,332723,"30. ГЕНЕРАЛНИ КОНЗУЛАТ РС ТРСТ - VIA STRADA DEL FRIULI 54, 34136 ТРСТ, ИТАЛИЈА",,,
ИНОСТРАНСТВО,,31,json_only_uncovered_opstina,,,unmatched,,,,,,,332724,"31. ОПШТИНА ВИЋЕНЦА - VIALE DELLA PACE 89, 36100 ВИЋЕНЦА, ИТАЛИЈА",,,
ИНОСТРАНСТВО,,32,json_only_uncovered_opstina,,,unmatched,,,,,,,332725,"32. ОПШТИНА ВАЛДАЊО - VIALE REGINA MARGHERITA 42, 36078 ВАЛДАЊО, ИТАЛИЈА",,,
ИНОСТРАНСТВО,,33,json_only_uncovered_opstina,,,unmatched,,,,,,,332726,"33. АМБАСАДА РС ОТАВА - 21 BLACKBURN AVENUE, ОТАВА, ON, КАНАДА",,,
ИНОСТРАНСТВО,,34,json_only_uncovered_opstina,,,unmatched,,,,,,,332727,"34. КОНЗУЛАТ РС ВАНКУВЕР - 7411 VANTAGE WAY-DELTA, ВАНКУВЕР, BC, КАНАДА",,,
ИНОСТРАНСТВО,,35,json_only_uncovered_opstina,,,unmatched,,,,,,,332728,"35. ГЕНЕРАЛНИ КОНЗУЛАТ РС ТОРОНТО - 40 EGLINTON AVENUE EAST, SUITE 701, ТОРОНТО, ОНТАРИО, КАНАДА",,,
ИНОСТРАНСТВО,,36,json_only_uncovered_opstina,,,unmatched,,,,,,,332729,"36. АМБАСАДА РС НИКОЗИЈА - SCHALLMOO2 VASILISSIS OLGAS, ENGOMI, 1101 НИКОЗИЈА, КИПАР",,,
ИНОСТРАНСТВО,,37,json_only_uncovered_opstina,,,unmatched,,,,,,,332730,"37. БАЗА УНП 7-2 - EBEL ES SAKI, ЛИБАН",,,
ИНОСТРАНСТВО,,38,json_only_uncovered_opstina,,,unmatched,,,,,,,332715,"38. СРПСКИ КУЛТУРНИ ЦЕНТАР ЛУКСЕМБУРГ - RUE JEAN BAPTISTE NOTHOMB 31, BEGGEN, L-2232, ЛУКСЕМБУРГ",,,
ИНОСТРАНСТВО,,39,json_only_uncovered_opstina,,,unmatched,,,,,,,332731,"39. СВЕЧАНА САЛА „MADONNA TAL-KARMNU” - TRIQ MANOEL DE VILHENA, GZIRA, GZR 1016, МАЛТА",,,
ИНОСТРАНСТВО,,40,json_only_uncovered_opstina,,,unmatched,,,,,,,332732,"40. АМБАСАДА РС БУДИМПЕШТА - DOZSA GYORGY UT 92/B, H-1068 БУДИМПЕШТА, МАЂАРСКА",,,
ИНОСТРАНСТВО,,41,json_only_uncovered_opstina,,,unmatched,,,,,,,332733,"41. АМБАСАДА РС БЕРЛИН - TAUBERTSTRASSE 18, 14193 БЕРЛИН, НЕМАЧКА",,,
ИНОСТРАНСТВО,,42,json_only_uncovered_opstina,,,unmatched,,,,,,,332734,"42. ГЕНЕРАЛНИ КОНЗУЛАТ РС ДИСЕЛДОРФ - KLOSTERSTRASSE 79, 40211 ДИСЕЛДОРФ, НЕМАЧКА",,,
ИНОСТРАНСТВО,,43,json_only_uncovered_opstina,,,unmatched,,,,,,,332735,"43. ГЕНЕРАЛНИ КОНЗУЛАТ РС МИНХЕН - BOHMERWALDPLATZ 2, 81679 МИНХЕН, НЕМАЧКА",,,
ИНОСТРАНСТВО,,44,json_only_uncovered_opstina,,,unmatched,,,,,,,332736,"44. ГЕНЕРАЛНИ КОНЗУЛАТ РС ШТУТГАРТ - TAUBENSTRASSE 4, 70199 ШТУТГАРТ, НЕМАЧКА",,,
ИНОСТРАНСТВО,,45,json_only_uncovered_opstina,,,unmatched,,,,,,,332737,"45. ГЕНЕРАЛНИ КОНЗУЛАТ РС ФРАНКФУРТ - THURINGER STRASSE 3, 60316 ФРАНКФУРТ, НЕМАЧКА",,,
ИНОСТРАНСТВО,,46,json_only_uncovered_opstina,,,unmatched,,,,,,,332738,"46. ГЕНЕРАЛНИ КОНЗУЛАТ РС ХАМБУРГ - HARVESTEHUDER WEG 101, 20149 ХАМБУРГ, НЕМАЧКА",,,
ИНОСТРАНСТВО,,47,json_only_uncovered_opstina,,,unmatched,,,,,,,332739,"47. WHITECLIFFE COLLEGE - 67 SYMONDS STREET, GARFTON, ОКЛАНД, НОВИ ЗЕЛАНД",,,
ИНОСТРАНСТВО,,48,json_only_uncovered_opstina,,,unmatched,,,,,,,332740,"48. АМБАСАДА РС ОСЛО - MUNKEDAMSVEIEN 59B, 0270 ОСЛО, НОРВЕШКА",,,
ИНОСТРАНСТВО,,49,json_only_uncovered_opstina,,,unmatched,,,,,,,332741,"49. АМБАСАДА РС ЛИСАБОН - RUA DE ALCOLENA 11, 1400 – 004 ЛИСАБОН, ПОРТУГАЛИЈА",,,
ИНОСТРАНСТВО,,50,json_only_uncovered_opstina,,,unmatched,,,,,,,332742,"50. АМБАСАДА РС БУКУРЕШТ - CALEA DOROBANTILOR NR.34, БУКУРЕШТ, РУМУНИЈА",,,
ИНОСТРАНСТВО,,51,json_only_uncovered_opstina,,,unmatched,,,,,,,332743,"51. АМБАСАДА РС МОСКВА - МОСФИЉМОВСКАЈА 46, R-119285 МОСКВА, РУСКА ФЕДЕРАЦИЈА",,,
ИНОСТРАНСТВО,,52,json_only_uncovered_opstina,,,unmatched,,,,,,,332744,"52. КОМПАНИЈА „АЛК++” - ТРАНСПОРТНА 75/6, 354000 СОЧИ, РУСКА ФЕДЕРАЦИЈА",,,
ИНОСТРАНСТВО,,53,json_only_uncovered_opstina,,,unmatched,,,,,,,332745,"53. АМБАСАДА РС СКОПЉЕ - ПИТУ ГУЛИ 8, СКОПЉЕ, СЕВЕРНА МАКЕДОНИЈА",,,
ИНОСТРАНСТВО,,54,json_only_uncovered_opstina,,,unmatched,,,,,,,332746,"54. КЛУБ РЕЗЕРВНИХ ВОЈНИХ ОФИЦИРА КУМАНОВО - ИВО ЛОЛА РИБАР ББ, КУМАНОВО, СЕВЕРНА МАКЕДОНИЈА",,,
ИНОСТРАНСТВО,,55,json_only_uncovered_opstina,,,unmatched,,,,,,,332747,"55. АМБАСАДА РС ВАШИНГТОН - 1333 16TH STREET NW, ВАШИНГТОН, DC 20036, САД",,,
ИНОСТРАНСТВО,,56,json_only_uncovered_opstina,,,unmatched,,,,,,,332748,"56. ГЕНЕРАЛНИ КОНЗУЛАТ РС ЧИКАГО - 201 EAST OHIO STREET, SUITE 200, ЧИКАГО, IL 60611, САД",,,
ИНОСТРАНСТВО,,57,json_only_uncovered_opstina,,,unmatched,,,,,,,332749,"57. ГЕНЕРАЛНИ КОНЗУЛАТ РС ЊУЈОРК - 62 WEST 45TH STREET, 7 FLOOR, ЊУЈОРК, NY 10036 САД",,,
ИНОСТРАНСТВО,,58,json_only_uncovered_opstina,,,unmatched,,,,,,,332750,"58. АМБАСАДА РС БРАТИСЛАВА - BUDKOVA 38, 81104 БРАТИСЛАВА, СЛОВАЧКА",,,
ИНОСТРАНСТВО,,59,json_only_uncovered_opstina,,,unmatched,,,,,,,332751,"59. АМБАСАДА РС ЉУБЉАНА  - СЛОМШКОВА 1, 1000 ЉУБЉАНА, СЛОВЕНИЈА",,,
ИНОСТРАНСТВО,,60,json_only_uncovered_opstina,,,unmatched,,,,,,,332752,"60. ГЕНЕРАЛНИ КОНЗУЛАТ РС ИСТАНБУЛ - SÜMBÜL SOKAK 2, LEVENT, BEŞIKTAŞ, ИСТАНБУЛ, ТУРСКА",,,
ИНОСТРАНСТВО,,61,json_only_uncovered_opstina,,,unmatched,,,,,,,332753,"61. АМБАСАДА РС АБУ ДАБИ - MUSHREF AREA, SECTOR W31, AL RAFEE STREET, VILLA NUMBER 6, АБУ ДАБИ, УЈЕДИЊЕНИ АРАПСКИ ЕМИРАТИ",,,
ИНОСТРАНСТВО,,62,json_only_uncovered_opstina,,,unmatched,,,,,,,332754,"62. АМБАСАДА РС ЛОНДОН - 28 BELGRAVE SQUARE, ЛОНДОН SW1X 8QB, УЈЕДИЊЕНО КРАЉЕВСТВО",,,
ИНОСТРАНСТВО,,63,json_only_uncovered_opstina,,,unmatched,,,,,,,332755,"63. АМБАСАДА РС ХЕЛСИНКИ  - KULOSAARENTIE 36, 00570 ХЕЛСИНКИ, ФИНСКА",,,
ИНОСТРАНСТВО,,64,json_only_uncovered_opstina,,,unmatched,,,,,,,332911,"64. КУЛТУРНИ ЦЕНТАР СРБИЈЕ - 123 RUE SAINT-MARTIN, 75004 ПАРИЗ, ФРАНЦУСКА",,,
ИНОСТРАНСТВО,,65,json_only_uncovered_opstina,,,unmatched,,,,,,,332910,"65. КОНЗУЛАТ РС СТРАЗБУР - 26 AVENUE DE LA FORÊT NOIRE, 67000 СТРАЗБУР, ФРАНЦУСКА",,,
ИНОСТРАНСТВО,,66,json_only_uncovered_opstina,,,unmatched,,,,,,,332909,"66. АМБАСАДА РС ХАГ - BURGEMEESTER VAN KARNEBEEKLAAN 19, 2585BA  ХАГ, ХОЛАНДИЈА",,,
ИНОСТРАНСТВО,,67,json_only_uncovered_opstina,,,unmatched,,,,,,,332908,"67. АМБАСАДА РС ЗАГРЕБ – КОНЗУЛАРНО ОДЕЉЕЊЕ  - КАТАНЧИЋЕВА БР. 3, 10000 ЗАГРЕБ, ХРВАТСКА",,,
ИНОСТРАНСТВО,,68,json_only_uncovered_opstina,,,unmatched,,,,,,,332756,"68. ГЕНЕРАЛНИ КОНЗУЛАТ РС ВУКОВАР - ИВАНА ГУНДУЛИЋА 19, 32000 ВУКОВАР, ХРВАТСКА",,,
ИНОСТРАНСТВО,,69,json_only_uncovered_opstina,,,unmatched,,,,,,,332757,"69. БАЗА „МОРАВА” БАНГУИ  - AВЕНИЈА БАРТЕЛЕМИ БОГАНДА ББ, БАНГУИ, ЦЕНТРАЛНОАФРИЧКА РЕПУБЛИКА",,,
ИНОСТРАНСТВО,,70,json_only_uncovered_opstina,,,unmatched,,,,,,,332758,"70. АМБАСАДА РС ПОДГОРИЦА - БУЛЕВАР ИВАНА ЦРНОЈЕВИЋА БР. 10, ПОДГОРИЦА, ЦРНА ГОРА",,,
ИНОСТРАНСТВО,,71,json_only_uncovered_opstina,,,unmatched,,,,,,,332759,"71. ГЕНЕРАЛНИ КОНЗУЛАТ РС ХЕРЦЕГ НОВИ - ТРГ ХЕРЦЕГА СТЈЕПАНА 15, 85340 ХЕРЦЕГ НОВИ, ЦРНА ГОРА",,,
ИНОСТРАНСТВО,,72,json_only_uncovered_opstina,,,unmatched,,,,,,,332760,"72. УДРУЖЕЊЕ „КОСМЕТ” - СТАРИ ПУТ ББ, 85355 СУТОМОРЕ, ЦРНА ГОРА",,,
ИНОСТРАНСТВО,,73,json_only_uncovered_opstina,,,unmatched,,,,,,,332761,"73. КАНЦЕЛАРИЈА РАСЕЉЕНИХ ЛИЦА СА КОСМЕТА - НАСЕЉЕ РУДЕШ ББ, 84300 БЕРАНЕ, ЦРНА ГОРА",,,
ИНОСТРАНСТВО,,74,json_only_uncovered_opstina,,,unmatched,,,,,,,332762,"74. АМБАСАДА РС ПРАГ - MOSTECKA 15, 11800 ПРАГ 1, ЧЕШКА РЕПУБЛИКА",,,
ИНОСТРАНСТВО,,75,json_only_uncovered_opstina,,,unmatched,,,,,,,332763,"75. АМБАСАДА РС БЕРН  - SEMINARSTRASSE 5, 3006 БЕРН, ШВАЈЦАРСКА",,,
ИНОСТРАНСТВО,,76,json_only_uncovered_opstina,,,unmatched,,,,,,,332764,"76. ГЕНЕРАЛНИ КОНЗУЛАТ РС ЦИРИХ - ALFRED-ESCHER-STRASSE 4, 8002 ЦИРИХ, ШВАЈЦАРСКА",,,
ИНОСТРАНСТВО,,77,json_only_uncovered_opstina,,,unmatched,,,,,,,332765,"77. МИСИЈА РС ПРИ УН ЖЕНЕВА - 5, CHEMIN THURY, 1206 ЖЕНЕВА, ШВАЈЦАРСКА",,,
ИНОСТРАНСТВО,,78,json_only_uncovered_opstina,,,unmatched,,,,,,,332766,"78. КОНГРЕСНИ ЦЕНТАР ЛУГАНО - PIAZZA INDIPENDENZA 4, 6900 ЛУГАНО, ШВАЈЦАРСКА",,,
